1403638523377829632,-0.00978,-0.03525,0.09381,-0.05507,0.80043,0.01311,0.59675,-0.07045,-0.06131,-0.61468,
1403638523477829376,-0.01124,-0.03342,0.07626,-0.05325,0.80254,0.01716,0.59397,-0.12181,-0.08235,-0.66178,
1403638523577829632,-0.02082,-0.03623,0.02358,-0.04531,0.81174,0.02052,0.58189,-0.14709,-0.07613,-0.67928,
1403638523677829632,-0.02637,-0.03949,-0.03331,-0.03787,0.82159,0.02265,0.56836,-0.15370,-0.06862,-0.65872,
1403638523777829376,-0.02917,-0.04536,-0.07780,-0.03443,0.82681,0.02520,0.56086,-0.15065,-0.05486,-0.61082,
1403638523877829632,-0.03048,-0.05062,-0.10845,-0.03126,0.82816,0.02786,0.55892,-0.15114,-0.05982,-0.52061,
1403638523977829376,-0.03115,-0.05571,-0.12474,-0.02214,0.82899,0.03402,0.55779,-0.12244,-0.02703,-0.35626,
1403638524077829632,-0.03535,-0.05545,-0.12347,-0.01485,0.83256,0.04232,0.55211,-0.08318,0.00344,-0.08772,
1403638524177829632,-0.03305,-0.05621,-0.09120,-0.01557,0.83767,0.04756,0.54388,-0.04163,0.01488,0.22141,
1403638524277829376,-0.01836,-0.05757,-0.00440,-0.02187,0.83968,0.04882,0.54044,0.02691,0.00296,0.49566,
1403638524377829632,-0.01487,-0.05913,0.05741,-0.03146,0.83722,0.04743,0.54389,0.05452,0.00577,0.59393,
1403638524477829376,-0.00871,-0.05863,0.12056,-0.03837,0.83088,0.04558,0.55326,0.06924,0.01013,0.62636,
1403638524577829632,-0.00034,-0.05679,0.18182,-0.04137,0.82228,0.04410,0.56586,0.08504,0.02394,0.59546,
1403638524677829632,0.00900,-0.05364,0.23718,-0.03721,0.81603,0.03846,0.57553,0.08467,0.04037,0.49287,
1403638524777829376,0.01672,-0.04955,0.27917,-0.02441,0.81235,0.03328,0.58171,0.06182,0.03759,0.34686,
1403638524877829632,0.02239,-0.04486,0.30689,-0.02053,0.81093,0.03045,0.58399,0.05191,0.04939,0.20669,
1403638524977829376,0.02516,-0.04149,0.31792,-0.02702,0.80946,0.03268,0.58564,0.00956,0.02339,0.01103,
1403638525077829632,0.02593,-0.04041,0.30690,-0.02483,0.80685,0.03613,0.58913,0.01547,0.01391,-0.22063,
1403638525177829632,0.02704,-0.03955,0.27379,-0.02263,0.80549,0.04073,0.59077,0.00837,0.00785,-0.39876,
1403638525277829376,0.02534,-0.04072,0.22630,-0.02287,0.80826,0.04575,0.58661,-0.01538,0.00242,-0.50411,
1403638525377829632,0.02314,-0.04138,0.17191,-0.02567,0.81721,0.05072,0.57354,-0.03881,0.01127,-0.53955,
1403638525477829376,0.01925,-0.04107,0.11891,-0.03441,0.82945,0.05258,0.55503,-0.04736,0.01648,-0.50043,
1403638525577829632,0.01577,-0.04260,0.07107,-0.04080,0.83855,0.05214,0.54079,-0.04016,-0.00424,-0.43428,
1403638525677829632,0.01490,-0.04556,0.03114,-0.04191,0.84153,0.04927,0.53632,-0.01491,-0.01124,-0.34396,
1403638525777829376,0.01360,-0.04572,-0.00055,-0.03900,0.84002,0.04351,0.53940,-0.00848,-0.00316,-0.25645,
1403638525877829632,0.01157,-0.04694,-0.02344,-0.03207,0.83640,0.03931,0.54577,-0.01605,-0.03232,-0.16154,
1403638525977829376,0.00756,-0.05528,-0.03673,-0.02384,0.83500,0.03826,0.54840,-0.03829,-0.13463,-0.05840,
1403638526077829632,0.00406,-0.07488,-0.03898,-0.01959,0.83661,0.03621,0.54625,-0.03130,-0.25031,0.02747,
1403638526177829632,0.00062,-0.10441,-0.03164,-0.01796,0.83899,0.02725,0.54317,-0.04012,-0.33413,0.11164,
1403638526277829376,-0.00421,-0.14071,-0.01821,-0.01470,0.83807,0.01837,0.54505,-0.05516,-0.38910,0.14614,
1403638526377829632,-0.01137,-0.18186,-0.00377,-0.01258,0.83395,0.00988,0.55161,-0.08431,-0.43922,0.14209,
1403638526477829376,-0.02107,-0.22752,0.00933,-0.01144,0.82887,-0.00100,0.55932,-0.10074,-0.48390,0.10850,
