1413394888155760640,0.02759,0.06481,0.28674,0.00808,0.82459,0.01178,0.56556,0.25992,0.18640,0.25489,
1413394888255760384,0.05038,0.08119,0.31515,0.00808,0.82051,0.01279,0.57143,0.29235,0.21186,0.26974,
1413394888355760640,0.07968,0.10413,0.35266,0.00851,0.82107,0.01453,0.57057,0.31250,0.23491,0.28581,
1413394888455760384,0.11155,0.13013,0.38868,0.00893,0.82319,0.01545,0.56749,0.34057,0.26617,0.30382,
1413394888555760384,0.14720,0.15822,0.41795,0.00507,0.82573,0.01263,0.56391,0.36875,0.28401,0.21108,
1413394888655760640,0.18504,0.18706,0.43406,0.00111,0.82665,0.01028,0.56262,0.40831,0.29140,0.03985,
1413394888755760384,0.22797,0.21576,0.43631,-0.00332,0.82225,0.00754,0.56906,0.43603,0.28441,-0.01484,
1413394888855760640,0.27349,0.24422,0.43869,-0.00929,0.81612,0.00320,0.57779,0.45905,0.27825,0.01447,
1413394888955760384,0.31965,0.26995,0.44359,-0.01511,0.81193,-0.00084,0.58356,0.45512,0.24755,0.03348,
1413394889055760384,0.36519,0.29268,0.45047,-0.01806,0.80948,-0.00259,0.58686,0.43895,0.20003,0.05821,
1413394889155760640,0.40964,0.31274,0.45937,-0.01806,0.80818,-0.00258,0.58865,0.42411,0.17464,0.09169,
1413394889255760384,0.45332,0.32999,0.47433,-0.01242,0.79787,0.00078,0.60270,0.39870,0.14581,0.17621,
1413394889355760640,0.48915,0.34257,0.49310,-0.00747,0.77115,0.00443,0.63660,0.29828,0.12634,0.21919,
1413394889455760384,0.51527,0.35908,0.51750,-0.00459,0.73957,0.00645,0.67304,0.09835,0.11523,0.23817,
1413394889555760384,0.51061,0.36826,0.53672,0.00001,0.73572,0.00897,0.67722,-0.14482,0.10481,0.17042,
1413394889655760640,0.48657,0.38011,0.55252,0.00181,0.76961,0.00815,0.63846,-0.34239,0.11537,0.16360,
1413394889755760384,0.44772,0.39243,0.57010,0.00429,0.81114,0.00696,0.58480,-0.43543,0.12111,0.16406,
1413394889855760640,0.41052,0.41012,0.59017,0.00377,0.84436,0.00398,0.53575,-0.37843,0.12820,0.21003,
1413394889955760384,0.37907,0.42460,0.61000,0.00220,0.86713,-0.00026,0.49808,-0.22537,0.13969,0.15517,
1413394890055760384,0.36549,0.43840,0.62133,0.00293,0.88324,-0.00229,0.46890,-0.01901,0.13770,0.05854,
1413394890155760640,0.37765,0.45177,0.62717,-0.00225,0.88613,-0.00898,0.46335,0.24694,0.12266,0.03787,
1413394890255760384,0.41805,0.46196,0.63113,-0.00880,0.86595,-0.01533,0.49983,0.50881,0.09504,0.01467,
1413394890355760640,0.47798,0.46795,0.62722,-0.01769,0.83491,-0.02259,0.54964,0.67507,0.04165,-0.04173,
1413394890455760384,0.54720,0.46873,0.61723,-0.02446,0.80001,-0.02642,0.59890,0.68399,-0.01482,-0.09680,
1413394890555760384,0.61044,0.46218,0.60407,-0.02472,0.76571,-0.02498,0.64222,0.55541,-0.09926,-0.09391,
1413394890655760640,0.65683,0.44864,0.59079,-0.01737,0.74319,-0.01658,0.66865,0.35554,-0.16343,-0.08867,
1413394890755760384,0.67885,0.42855,0.57753,-0.00971,0.73491,-0.00818,0.67805,0.09230,-0.19477,-0.09207,
1413394890855760640,0.67264,0.40332,0.55931,-0.00317,0.76057,-0.00175,0.64924,-0.14058,-0.22502,-0.13627,
1413394890955760384,0.64685,0.37701,0.53670,-0.00032,0.80170,0.00117,0.59772,-0.26480,-0.22576,-0.12900,
1413394891055760384,0.61531,0.35098,0.51714,0.00302,0.83953,0.00295,0.54330,-0.24837,-0.22483,-0.12019,
1413394891155760640,0.59354,0.32579,0.50278,0.00516,0.86381,0.00341,0.50378,-0.10301,-0.22302,-0.08331,
1413394891255760384,0.58642,0.30350,0.49054,0.00791,0.87681,0.00431,0.48075,0.11564,-0.21135,-0.07918,
1413394891355760640,0.61072,0.28057,0.48305,0.01028,0.87850,0.00627,0.47760,0.38664,-0.19459,-0.01717,
1413394891455760384,0.66662,0.26446,0.48676,0.01444,0.86408,0.00921,0.50307,0.63637,-0.15659,0.06422,
1413394891555760384,0.73562,0.25091,0.49360,0.01658,0.84308,0.01126,0.53742,0.77628,-0.12437,0.05734,
1413394891655760640,0.81732,0.23889,0.49953,0.01980,0.82620,0.01566,0.56282,0.83608,-0.09209,0.04192,
1413394891755760384,0.90268,0.23000,0.50454,0.02124,0.81646,0.01814,0.57672,0.84434,-0.04930,0.05130,
1413394891855760640,0.98849,0.22494,0.51796,0.02339,0.80871,0.01932,0.58743,0.83197,-0.00636,0.20536,
1413394891955760384,1.06976,0.22639,0.54612,0.02589,0.79099,0.02091,0.61093,0.79360,0.05340,0.30297,
1413394892055760384,1.14378,0.23491,0.58103,0.02577,0.77572,0.02442,0.63008,0.69823,0.12968,0.33634,
